CityNumber,CityName,Country,Max Temperature,Latitude,Longitude,Humidity (%),Cloudness (%),WindSpeed
3421719,Narsaq,GL,17.39,60.91,-46.05,83,88,2.48
6322184,Porto Novo,BR,73.4,-23.68,-45.44,88,0,3.36
3844421,Russell,AR,59.69,-33.01,-68.8,72,56,2.37
3837213,San Juan,AR,66.17,-31.54,-68.53,77,80,4.38
5850554,Makakilo City,US,82.04,21.35,-158.09,44,90,4.7
1648082,Boyolangu,ID,84.44,-8.09,111.9,77,24,1.25
1006984,East London,ZA,68.73,-33.02,27.91,100,0,9.42
2638419,Scarborough,GB,48.2,54.28,-0.41,87,64,4.7
2174444,Bowen,AU,82.4,-20.01,148.25,69,75,16.11
2630299,Hofn,IS,38.99,64.25,-15.21,100,92,14.12
3460954,Praia,BR,75.2,-20.25,-43.81,64,0,5.82
4407665,Kodiak,US,55.94,39.95,-94.76,69,20,11.41
3472638,Alegrete,BR,76.7,-29.79,-55.79,85,76,14.79
2014369,Ulety,RU,-5.57,51.36,112.48,51,0,10.98
1267390,Kavaratti,IN,81.2,10.57,72.64,100,8,6.73
1863495,Gushikawa,JP,68.54,26.35,127.87,55,20,6.93
3137942,Sola,NO,37.4,58.89,5.65,93,20,6.93
3347019,Namibe,AO,72.24,-15.19,12.15,100,8,3.94
333795,Jijiga,ET,33.81,9.35,42.8,75,0,1.36
3663516,Parana,BR,75.2,-7.52,-72.89,100,0,5.73
3104324,Zaragoza,ES,41.0,41.65,-0.88,60,0,19.46
3536729,Santiago de Cuba,CU,76.1,20.03,-75.83,73,20,4.7
1644605,Galesong,ID,86.0,-5.32,119.37,79,20,3.36
1215502,Banda Aceh,ID,79.49,5.56,95.32,93,76,1.03
1040652,Maputo,MZ,68.24,-25.97,32.57,96,88,9.31
2274275,Robertsport,LR,83.81,6.75,-11.37,99,12,11.32
1106677,Bambous Virieux,MU,78.8,-20.34,57.76,94,75,10.29
2208248,Kaitangata,NZ,67.88,-46.28,169.85,60,44,19.26
3979494,Estacion Coahuila,MX,57.92,32.19,-115.0,79,1,5.73
3843123,Neuquen,AR,75.2,-38.95,-68.06,29,0,18.34
5924351,Clyde River,CA,-9.41,70.47,-68.59,83,90,29.97
5367788,Lompoc,US,57.92,34.64,-120.46,76,90,11.41
1528998,Yumen,CN,10.28,40.29,97.04,79,48,2.59
2253354,Dakar,SN,69.8,14.69,-17.45,56,0,10.29
503772,Puteyets,RU,0.51,65.17,57.09,72,80,7.85
1805733,Jinchang,CN,11.45,38.52,102.19,77,12,1.7
6167817,Torbay,CA,33.8,47.66,-52.73,100,90,33.33
3862100,Ceres,AR,70.67,-29.88,-61.95,98,92,10.87
367544,Sawakin,SD,71.43,19.1,37.33,93,56,12.66
3463478,SIM,BR,74.09,-12.25,-38.93,80,68,7.18
1571058,Phan Thiet,VN,81.47,10.93,108.1,83,0,21.16
2012530,Zhigansk,RU,-18.57,66.77,123.37,27,48,6.96
4267710,Sitka,US,63.47,37.17,-99.65,44,88,23.62
1651810,Airai,TL,77.64,-8.93,125.41,90,24,1.36
2654970,Brae,GB,44.6,60.4,-1.35,86,92,11.41
3696466,Huancabamba,PE,57.84,-5.24,-79.45,85,44,1.59
4732862,Nome,US,60.44,30.04,-94.42,89,1,9.17
1714733,Dingle,PH,81.92,11.0,122.67,63,0,16.13
3835869,Santiago del Estero,AR,70.67,-27.8,-64.26,96,76,13.0
543018,Kozmodemyansk,RU,-0.41,56.33,46.55,91,0,2.24
3057910,Rajec,SK,21.2,49.09,18.64,73,90,4.7
2389691,Batangafo,CF,74.63,7.3,18.29,30,48,11.21
3372472,Vila Franca do Campo,PT,62.6,37.72,-25.43,88,20,18.34
1222662,Isfana,KG,33.8,39.84,69.53,80,64,20.13
3388456,Sao Jose da Coroa Grande,BR,75.62,-8.9,-35.15,96,80,4.16
2527089,Tiznit,MA,47.63,29.7,-9.73,70,0,5.39
371745,Kutum,SD,52.04,14.2,24.66,32,20,10.98
2012956,Yerbogachen,RU,-3.77,61.28,108.01,63,20,9.64
4696310,Harper,US,62.96,30.3,-99.24,76,1,5.82
4031637,Lavrentiya,RU,3.71,65.58,-170.99,82,0,19.15
986717,Kruisfontein,ZA,60.68,-34.0,24.73,87,12,9.19
1610940,Det Udom,TH,78.8,14.9,105.08,69,0,4.7
2641434,Northam,GB,48.2,51.04,-4.21,87,92,5.82
2277060,Gbarnga,LR,67.16,7.0,-9.47,77,32,2.26
2119283,Zyryanka,RU,-26.99,65.73,150.89,42,36,5.28
1181073,Chishtian Mandi,PK,43.49,29.8,72.87,85,0,2.37
2173911,Broken Hill,AU,84.2,-31.97,141.45,24,0,11.41
290030,Doha,QA,66.2,25.29,51.53,98,1,10.87
1697559,Tagbac,PH,84.2,7.09,125.16,62,20,12.75
6149374,Slave Lake,CA,17.6,55.28,-114.77,92,90,20.8
1490256,Talnakh,RU,-1.07,69.49,88.39,66,48,21.27
6113406,Prince Rupert,CA,30.2,54.32,-130.32,58,90,9.17
1894019,Jiazi,CN,71.6,19.61,110.49,94,75,11.18
3645532,Ciudad Bolivar,VE,80.66,8.12,-63.55,61,12,15.12
964432,Port Alfred,ZA,64.68,-33.59,26.89,100,8,8.97
7671223,Kloulklubed,PW,84.2,7.04,134.26,66,75,13.87
249842,Busayra,JO,36.51,30.74,35.61,76,0,4.38
1732826,Mersing,MY,81.69,2.43,103.84,95,48,9.19
2160063,Codrington,AU,84.2,-28.95,153.24,61,75,12.75
2377457,Nouadhibou,MR,64.4,20.93,-17.03,39,36,13.87
3662761,Porto Walter,BR,88.98,-8.27,-72.74,48,92,5.61
584051,Svetlogorsk,RU,1.4,53.14,59.15,77,40,2.24
4173593,South Venice,US,59.0,27.05,-82.42,72,1,4.7
1802550,Longkou,CN,37.59,37.64,120.47,96,36,9.19
3863379,Mar del Plata,AR,59.73,-46.43,-67.52,46,88,20.04
87205,Darnah,LY,59.96,32.77,22.64,100,56,26.75
1580541,Hoi An,VN,77.0,15.88,108.33,83,40,3.36
3948642,Matara,PE,42.36,-13.74,-72.9,97,48,1.81
161901,Kaka,TM,42.77,37.35,59.62,72,0,8.19
1655559,Luang Prabang,LA,69.8,19.89,102.14,94,90,2.37
5106834,Albany,US,26.06,42.65,-73.75,39,20,14.99
